#Oct 10, 2006	Omega Optical
#Room temperature transmission scans of SWIRC Y-band filter witness sample
#at 15 deg angle of incidence with respect to the normal.
#wl	transmission
#--	-
1291	0.0102
1290	0.0083
1289	0.0134
1288	0.0055
1287	0.0108
1286	0.0027
1285	0.0121
1284	0.0032
1283	0.0102
1282	0.0108
1281	-0.0082
1280	0.0153
1279	-0.0038
1278	0.0056
1277	-0.0020
1276	0.0052
1275	-0.0007
1274	0.0095
1273	0.0184
1272	0.0101
1271	0.0013
1270	0.0006
1269	0.0051
1268	0.0089
1267	0.0038
1266	-0.0070
1265	0.0102
1264	0.0064
1263	0.0178
1262	0.0108
1261	0.0127
1260	0.0107
1259	0.0025
1258	-0.0090
1257	-0.0118
1256	0.0154
1255	0.0083
1254	0.0178
1253	0.0019
1252	0.0217
1251	-0.0006
1250	0.0057
1249	-0.0026
1248	0.0007
1247	0.0057
1246	-0.0013
1245	0.0051
1244	0.0070
1243	-0.0000
1242	-0.0147
1241	0.0071
1240	-0.0083
1239	0.0070
1238	0.0051
1237	-0.0102
1236	0.0013
1235	-0.0065
1234	0.0076
1233	0.0063
1232	-0.0031
1231	-0.0128
1230	-0.0001
1229	-0.0032
1228	0.0051
1227	-0.0211
1226	0.0141
1225	0.0031
1224	0.0038
1223	0.0064
1222	0.0045
1221	0.0032
1220	0.0044
1219	-0.0141
1218	0.0116
1217	0.0025
1216	-0.0013
1215	0.0129
1214	0.0001
1213	0.0027
1212	0.0040
1211	0.0053
1210	0.0001
1209	0.0064
1208	0.0148
1207	0.0082
1206	0.0156
1205	-0.0084
1204	0.0013
1203	0.0030
1202	-0.0088
1201	-0.0132
1200	0.0037
1199	0.0018
1198	0.0025
1197	0.0024
1196	-0.0054
1195	0.0055
1194	-0.0099
1193	-0.0027
1192	0.0052
1191	0.0099
1190	0.0066
1189	0.0079
1188	-0.0059
1187	0.0132
1186	0.0105
1185	0.0007
1184	0.0073
1183	-0.0112
1182	0.0134
1181	0.0118
1180	0.0078
1179	0.0197
1178	0.0297
1177	0.0226
1176	0.0298
1175	0.0417
1174	0.0212
1173	0.0245
1172	0.0126
1171	0.0337
1170	0.0185
1169	-0.0053
1168	0.0159
1167	0.0159
1166	0.0066
1165	0.0008
1164	0.0040
1163	0.0058
1162	0.0006
1161	0.0072
1160	-0.0020
1159	0.0306
1158	0.0166
1157	0.0119
1156	0.0191
1155	0.0233
1154	0.0067
1153	-0.0035
1152	-0.0046
1151	0.0006
1150	0.0200
1149	0.0212
1148	0.0232
1147	0.0249
1146	0.0360
1145	0.0242
1144	0.0328
1143	0.0381
1142	0.0337
1141	0.0385
1140	0.0486
1139	0.0542
1138	0.0496
1137	0.0586
1136	0.0474
1135	0.0458
1134	0.0479
1133	0.0546
1132	0.0592
1131	0.0426
1130	0.0627
1129	0.0455
1128	0.0435
1127	0.0536
1126	0.0493
1125	0.0530
1124	0.0513
1123	0.0525
1122	0.0712
1121	0.0410
1120	0.0514
1119	0.0840
1118	0.0780
1117	0.1183
1116	0.1130
1115	0.1434
1114	0.1473
1113	0.1818
1112	0.2185
1111	0.2420
1110	0.2838
1109	0.3468
1108	0.4091
1107	0.4628
1106	0.5327
1105	0.5824
1104	0.6464
1103	0.6871
1102	0.7386
1101	0.7792
1100	0.8058
1099	0.8519
1098	0.8716
1097	0.9061
1096	0.9371
1095	0.9574
1094	1.0062
1093	1.0826
1092	1.1543
1091	1.2381
1090	1.3832
1089	1.5406
1088	1.7046
1087	1.9478
1086	2.2595
1085	2.6091
1084	3.0508
1083	3.5883
1082	4.2158
1081	4.9887
1080	5.9217
1079	6.9025
1078	8.1116
1077	9.4406
1076	10.8552
1075	12.4476
1074	14.1972
1073	16.0339
1072	17.9925
1071	20.2761
1070	22.6128
1069	25.2254
1068	28.2925
1067	31.7986
1066	35.3918
1065	39.7461
1064	44.5548
1063	49.2514
1062	54.5520
1061	60.1056
1060	65.1991
1059	70.2321
1058	74.9511
1057	78.8512
1056	82.4845
1055	85.4826
1054	87.8938
1053	90.0315
1052	91.4814
1051	92.6875
1050	93.7331
1049	94.3911
1048	94.7702
1047	94.9741
1046	95.1393
1045	95.0235
1044	94.8557
1043	94.8212
1042	94.6507
1041	94.5514
1040	94.5563
1039	94.7493
1038	94.7870
1037	94.8680
1036	95.1988
1035	95.1733
1034	94.9420
1033	94.8233
1032	94.6046
1031	94.1984
1030	93.8232
1029	93.6549
1028	93.5004
1027	93.4712
1026	93.7327
1025	94.1092
1024	94.5475
1023	95.0287
1022	95.5031
1021	95.9534
1020	95.9217
1019	95.8478
1018	95.6823
1017	95.1819
1016	94.4487
1015	93.8590
1014	93.2816
1013	92.7124
1012	92.3499
1011	92.4634
1010	92.4365
1009	92.5052
1008	93.0258
1007	93.4118
1006	93.5773
1005	93.9124
1004	94.1813
1003	94.2635
1002	94.1231
1001	94.0953
1000	94.0648
999	93.8946
998	93.8250
997	93.9073
996	94.0447
995	94.2588
994	94.6504
993	94.9394
992	95.2503
991	95.4627
990	95.6442
989	95.7408
988	95.4483
987	95.1933
986	94.8894
985	94.3932
984	93.8467
983	93.5000
982	93.0730
981	92.7078
980	92.6662
979	92.7629
978	92.9445
977	93.1926
976	93.7192
975	94.1548
974	94.5696
973	94.9440
972	95.2807
971	95.4845
970	95.3992
969	95.2103
968	94.7563
967	93.8061
966	92.4061
965	90.6705
964	88.0213
963	84.1996
962	79.7893
961	74.5370
960	67.8199
959	60.7970
958	53.2533
957	45.3323
956	37.8268
955	31.2201
954	24.7937
953	19.4838
952	15.2272
951	11.8382
950	8.9311
949	7.0461
948	5.4355
947	4.3379
946	3.5659
945	2.9240
944	2.4790
943	2.1714
942	1.8731
941	1.6220
940	1.4125
939	1.2286
938	1.0295
937	0.8702
936	0.7241
935	0.5836
934	0.4562
933	0.3614
932	0.3005
931	0.2192
930	0.1868
929	0.1525
928	0.0958
927	0.0893
926	0.0566
925	0.0630
924	0.0619
923	0.0527
922	0.0481
921	0.0589
920	0.0397
919	0.0292
918	0.0248
917	0.0353
916	0.0385
915	0.0186
914	0.0105
913	0.0170
912	0.0183
911	0.0106
910	-0.0074
909	-0.0131
908	-0.0060
907	-0.0056
906	0.0157
905	0.0064
904	-0.0079
903	-0.0036
902	0.0187
901	0.0047
900	0.0001
899	-0.0092
898	-0.0166
897	0.0014
896	0.0022
895	-0.0041
894	-0.0040
893	-0.0013
892	0.0038
891	-0.0043
890	0.0000
889	-0.0087
888	0.0030
887	-0.0044
886	-0.0022
885	0.0131
884	0.0044
883	0.0059
882	0.0096
881	0.0008
880	0.0000
879	0.0199
878	0.0045
877	0.0041
876	0.0056
875	0.0017
874	-0.0023
873	0.0002
872	0.0031
871	0.0022
870	0.0046
869	0.0031
868	0.0026
867	0.0020
866	0.0008
865	0.0018
864	0.0019
863	0.0013
862	-0.0000
861	0.0048
860	-0.0011
859	0.0017
858	-0.0012
857	0.0003
856	-0.0000
855	0.0017
854	0.0013
853	0.0017
852	0.0003
851	-0.0010
850	0.0011
849	0.0005
848	0.0014
847	-0.0005
846	0.0020
845	0.0010
844	0.0014
843	0.0003
842	0.0007
841	0.0024
840	-0.0004
839	0.0009
838	-0.0002
837	0.0027
836	0.0004
835	-0.0007
834	0.0025
833	-0.0002
832	0.0007
831	0.0007
830	0.0005
829	0.0003
828	0.0017
827	0.0002
826	0.0004
825	0.0005
824	0.0018
823	0.0014
822	0.0017
821	0.0009
820	0.0007
819	0.0004
818	0.0016
817	0.0004
816	-0.0011
815	-0.0002
814	0.0018
813	0.0007
812	0.0016
811	0.0014
810	0.0005
809	-0.0005
808	0.0004
807	0.0024
806	0.0007
805	0.0004
804	-0.0002
803	0.0000
802	0.0004
801	0.0005
800	0.0012
